Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
a74568d8d5bc3cc47679261467485f944833cb93,simplify request dispatch flow,302c4d9c4131dd075382152c7d33cfb6275156a4,False,requests/models.py
0dae52220b274890af08ac040bd90747146c3d90,fix base64 encoding for httpbasic,d23c4b94c11eadfba7554fa7216f2a30b04396ca,False,requests/auth.py
12db1576e9d0ed897f799a8f382ee92db891988d,auth tuple fix,af6aa3e5729aa4e99716546915957ecf70bb894d,False,requests/auth.py
b7c788cc56b6f2f1113555074fad848afa9caf0f,prettier async patching,12db1576e9d0ed897f799a8f382ee92db891988d,False,requests/async.py
e46251b727479f8c477424afaddc80d2eb388e67,ch ch changes,82cbae479c248d565e86d6664a0cb89d39dece6b,False,HISTORY.rst
f1bb25b1ec1b62bfd0b4f2b47eb551a6a6277b51,bugfix,02cf3dce3786becb89f631185e8207080b0b726c,False,requests/api.py
dac050bf403749524e025b1cae697a61dc592217,New status_code-based errors,e7a7615e0d7d871723cdf602cb9432c01d01a376,False,requests/models.py
be69529dca2a877b87e1728858eb013d2e76a29c,"oops, debugging prints",e257151ffc0265abdb14907c3a23d38546936a89,False,requests/auth.py
c108c5300fa1fb130d6121e5550a04b989e03fed,No mo' HttpError,0008b035e2204ea7d1df5d62bd009e51df44aa17,False,"requests/__init__.py, requests/models.py, requests/sessions.py"
a9822b0bb6917cbc04d7c3d3d7f287b5961283eb,fix content uploads,3d3f05884f65efaa74e44e469a74873699df271e,False,requests/models.py
a548b6249dda248a45f54ce5bf513f9c621d60c3,HTTPError,a9822b0bb6917cbc04d7c3d3d7f287b5961283eb,False,"requests/__init__.py, requests/exceptions.py, requests/models.py"
d04f31b302cef097e061bcdf6e1a45d522c72abc,HTTPError,4673d3dfa7c9f97a2b0950066ec53623fd0d0a41,False,requests/models.py
077758f71337e670b7341f861021a69768aec814,"Merge pull request #224 from stoey/84e89429

Syntax error for Python 2.5","0008b035e2204ea7d1df5d62bd009e51df44aa17, 84e89429f0414fe0d6b9497b16833bc6bee48957",True,
6ac1e0269134694fde1236f277760f9b23f633af,hooks fix #227,6140fac6aae936fb0ce067c5b278be54e27cf1f3,False,requests/sessions.py
e43b438729b31a1295b372d8668c4f2b3132f016,test fix,8836c4b12acc9cc1d86f13f7870ab4337506da33,False,test_requests.py
e32840f6319eb1879a4828dc410b50352877fb64,fix request docs,e43b438729b31a1295b372d8668c4f2b3132f016,False,requests/api.py
eaf1264879d8aebfc160a385889e9e0483810456,Fixes an issue with auth and redirects,f5592ceb4879f36cc55f48b3411e35ece520125b,False,requests/models.py
3efd5dbab42fb6fe7d4825bbd575d989574c1505,A cleaner and more complete fix for auth/redirects,eaf1264879d8aebfc160a385889e9e0483810456,False,requests/models.py
8fe6f8c6189e2ace5e2bd09eb2d0f098285cb889,Fixed a broken link in the docs,80c55f576723d3feed5c8032620dccd2b5bc4d77,False,docs/user/quickstart.rst
32c7cbf1ad4d30f74f184c0bfe052add71ce973d,"Merge pull request #238 from brutasse/docs-typo

Fixed a broken link in the docs","80c55f576723d3feed5c8032620dccd2b5bc4d77, 8fe6f8c6189e2ace5e2bd09eb2d0f098285cb889",True,
f7968b6797a50716a2f177ad23439a3c6bb9f683,"r.content is None of there's an invalid response. 

Fixes #236",4cae63a2976a247977a983d584efc558ecb3cd2c,False,"requests/models.py, test_requests.py"
cf36d8c7538b2b04adbfea933398f890cd9a85d9,changes!,bd562a7ab395191cd3f9d9aecf127af947b90e78,False,HISTORY.rst
12ada0354862704281a6b39019cdfba58b914c7a,"Merge pull request #244 from neogenix/patch-1

Updated your 2001, to 2011... unless you went back in time ;)","7ce305fa8927f22501b061261c0ce57775ed9006, daa4fbf4e2111c0c7c7c4a7deb9130f81ec1d326",True,
8c90c610cd15f91ed0cd1738aa73f088496b6af9,"v0.7.6

Fixes #237",1a85e110b8c2084807bc3fffdca5fc03013afd80,False,"HISTORY.rst, requests/__init__.py"
1d2abea94b2323352e18648154a163c96136b689,new ConnectionError for bad APIs :),6a51f6b2f8af5b3e68a9b3f2edfd4c673dadc3b1,False,requests/exceptions.py
7192b8022e6273c60de2b94d6e03015eaefd5c75,import ConnectionError,147c24154e4315750f7513ca387f4b843bcc85d2,False,"requests/__init__.py, requests/models.py"
52a95cb93ab8b6c2c32398bd440fd9434232a13a,header and cookie fixes for redirects,0c4b973dcf74a3c2fe0c3123e7d4637d8ccea481,False,requests/models.py
bd45bc716ac7cb7d7c0be369c655976d11d46cf0,add prefetch to main request distpatch,dfbfb2303fbc19c07a4a0141af1d70857ef0d44f,False,requests/models.py
81817852adcbdfb3676e41542e8d8136f2459e51,"Merge pull request #250 from dasevilla/patch-2

Verbose logging example does not work","ae9cdf1a478bebc1a5e0afc49ebb81d2ca3aa544, 2d8440ea98301131edd537c4f2010b749f005e3b",True,
afc6561fdbb0a9ca909dad72d6672c7525788f77,Fixed session API ref typo,81817852adcbdfb3676e41542e8d8136f2459e51,False,docs/user/advanced.rst
6833b326f801272afc50d2a816147021c4c62057,Fixed gevent reference,afc6561fdbb0a9ca909dad72d6672c7525788f77,False,docs/user/advanced.rst
82f2ad6f9983766c998569c4fe3a27756ab5b21a,"Merge pull request #252 from joequery/fix_doc_typo

Fix various documentation typos","81817852adcbdfb3676e41542e8d8136f2459e51, 6833b326f801272afc50d2a816147021c4c62057",True,
d9798f4a3c9d21b074e4ccd3cde31217b9b6afdc,"Merge pull request #249 from dasevilla/patch-1

The 'requests-oauth-hook' project was renamed to requests-oauth","82f2ad6f9983766c998569c4fe3a27756ab5b21a, a348fd7ae3c6349b726410a75e0c551dadf4c1c9",True,
df2c80e28eb2ed0dbc1a9f86ae65fb5e756936ce,fix form data tests,60558fdcc454baeb864868c01c5c43b2d1b774f1,False,test_requests.py
58e3dd9de85c98214b8838e133881fc263e5a3ac,fix urllib3 bug,02408973c6da4bd89401d2a1994b4ea26dc260c9,False,requests/packages/urllib3/connectionpool.py
ec926a49580619a03c36f58f02df0874fbf9303b,test fix,e84d84b5b8660efa66feb66564683628944505bb,False,"requests/sessions.py, requests/structures.py, test_requests.py"
14a798882c75323848c342f0aa53dc7d8c8751aa,fixes,37bbdbe8c3d041e5bb66396f735266c4dfeb5652,False,docs/index.rst
06b9d154cc7fcaf7a1bb3ba208682d1a57183b66,"Merge pull request #255 from shazow/patch-1

Adding me into a Urllib3 subsection (as was in urllib3-backup).","14a798882c75323848c342f0aa53dc7d8c8751aa, e8668fb5129c27f38d2bc4917e7f9abfe946f9ff",True,
d3cbf37352ec8462d07f27fbc0866cbf219dff1a,Removed closed issues from todo doc,6b377cc919e8c079e5c4f2c752ccce3c2acc4e64,False,docs/dev/todo.rst
a64a62088ad2598fd2c69b46216cf05cba381228,Fixing status codes. Somehow these were wrong.,6b377cc919e8c079e5c4f2c752ccce3c2acc4e64,False,docs/api.rst
8a1b0e1852014dd7a45913d2adead0375950cbe8,"Merge pull request #264 from pennersr/patch-1

Pass along timeout when following redirects (closes #263)","6b377cc919e8c079e5c4f2c752ccce3c2acc4e64, f0edd4a3e0207d0ce447c9f09fc7e46d5cab118b",True,
289e813ab6b7a84b053be01698752093754efe2e,"Merge pull request #262 from petermanser/patch-1

Fixing status codes. Somehow these were wrong.","8a1b0e1852014dd7a45913d2adead0375950cbe8, a64a62088ad2598fd2c69b46216cf05cba381228",True,
fc0565fa5d732e00c28bd232ef8f534e24329cec,"Merge pull request #260 from joequery/doc_changes

Doc changes","289e813ab6b7a84b053be01698752093754efe2e, 588b6bbf8a3b03b4b12fe8e6a36ca923eb705c23",True,
35b0c5e16ea01a077357057fdd1b60fcfd64a73f,fixed proxy,fc0565fa5d732e00c28bd232ef8f534e24329cec,False,requests/models.py
bec201c5ca9490d8d21af25021524943b4e4034f,"Merge pull request #267 from benmao/develop

fixed proxy","fc0565fa5d732e00c28bd232ef8f534e24329cec, 35b0c5e16ea01a077357057fdd1b60fcfd64a73f",True,
7c66e6f267016b84f9cbf55ebf10ee0219ea5562,fixed: 301 request does not use proxy.,35b0c5e16ea01a077357057fdd1b60fcfd64a73f,False,requests/models.py
2ccc68c4b48bc6266a4ab04a68235cea7bb87cda,"Merge pull request #268 from benmao/develop

fixed: 301 request does not use proxy.","bec201c5ca9490d8d21af25021524943b4e4034f, 7c66e6f267016b84f9cbf55ebf10ee0219ea5562",True,
6b129ec0c991536b7e61e204faa6886b6f086494,urllib3 fix,b79dea97fd0d24bc1dbe52366565361c08675512,False,requests/packages/urllib3/connectionpool.py
390024329756db774d5b044ebb124f58ef2ba503,"Dont use requote_path when dealing with redirects.

This was breaking redirect locations with a query string, by quoting the
question-mark.  Since the path will be passed through requote_path on
the next request anyway, doing it here seems unnecessary.",f7fdfe8b9ab1aec824c61ead321263d5c90fa599,False,requests/models.py
e98e61da124b44ac201c69c49616edcc77139e06,"Merge pull request #274 from elpres/patch-1

Corrected period to comma.","cfefcab8e055627ea7384a4a15a6af671aa7103f, 81efe1fa883048db48f8a5df4a151b029acbd538",True,
82a5f1dd9bfb9dc1c390bce9d57d68f50cd8c3df,"Merge pull request #271 from darkrho/develop

Filenames improvement and cookie fix","e98e61da124b44ac201c69c49616edcc77139e06, 89241c525ea7bef5e3efdce2837e2b82f8754848",True,
58e018af136190a2c757b13bf9371cecc2d51273,updated docs for last change in `files` argument to support explicit filename.,c165255e9888d98ca7f6ff95b044be9b2abd7526,False,"docs/user/quickstart.rst, requests/api.py"
1da54de5dc1558eaaba0d6fe89eb641ead493cd6,2.5 fix,8693fc746f67d6e8a3dee80e7eb287d39da944bb,False,requests/packages/oreos/__init__.py
8ffe17cb09aa1e5a2018248dccab500c33d2fd58,use monkey patched cookies,e17155151b1af8fcd48300e3e5a8f11298fa0fe3,False,requests/models.py
52ac24120c69ade7ee8204363bb8db206b2aeb0f,"Merge pull request #287 from sharat87/patch-2

Allow generators or any iterators for async.map","a77b91671c77cbdc3ae767c8d798c8dfaa0c0cf8, 99b6e3594078da14161000ee7eec3985468ee82e",True,
c7b99f78192bdff62fad4f92039396c0dfbe4fb8,"Set Response.sent to True

Fixes #291",6bb4c4ebe628ad1fbb54c673ee4e409ed7376b2e,False,requests/models.py
4ed16d99c244c93307e98bd99607a239a8ec63a2,"Merge pull request #294 from failberg/develop

Documentation fix: clarification of keep-alive behavior.","a76f4925b512b481375f0886a5b675d3e8522b34, 02f422d132708b2142545100aab725d80ac0f806",True,
37070ac30e1c9ae9ec52de51e88174927e00d936,Fixed spelling error in documentation.,e56d05d2303ed60a90e8306e4496b09ac4a1bae9,False,docs/user/advanced.rst
3a06c35da35194b1f3e8785fdfa1046ebb2d250f,"Merge pull request #301 from cwvh/patch-1

Fixed typo in documentation.","e56d05d2303ed60a90e8306e4496b09ac4a1bae9, 37070ac30e1c9ae9ec52de51e88174927e00d936",True,
a6412b02ba271a7a8e6fc4a74ecf6295cb06ddbe,"Fix spelling errors, typos.",961f78ab5f41c1ad87dad3ad120c3568282e6b8c,False,"docs/_themes/README.rst, docs/index.rst, docs/user/advanced.rst, docs/user/quickstart.rst, requests/api.py, requests/defaults.py, requests/exceptions.py, requests/models.py, requests/sessions.py, requests/utils.py"
4e59f9ec93ac1ed9724fb4ba8bf8e374070d064f,"Merge pull request #305 from oasisbob/develop

Fix spelling errors, typos.","961f78ab5f41c1ad87dad3ad120c3568282e6b8c, a6412b02ba271a7a8e6fc4a74ecf6295cb06ddbe",True,
a5f79712bb34bee0aed8ac60c954270677710294,Fix for #303,c71ac7917aa2718b48121dd2d1ee30ae915a126c,False,requests/models.py
4e2ecd698700698dc1ad0daedf910f3dfa53a4ee,Fixed some tab/spaces mixed issues,814e0520ad61387e89b22806d20544adf6ce8ed5,False,requests/models.py
2e38f54b39847c478e3595cdfdcfd71b03d6fd2d,"Merge pull request #311 from jemerick/patch-1

Add Twitter Streaming API example to Advanced Usage docs","c910b958f0694a5e5e7a517cf5b9bdec5f2fef03, 2c153c155659e5be198fa1959907d80b6c5de67c",True,
f214b91d770ef194f9fad7041a1356ff27097ae5,"fix bug that causes iter_lines to truncate content

Currently, if the response does not terminate with a newline, iter_lines
truncates the trailing remainder.",f80fbad4ff95152021f68703149c371f5b44c7cf,False,"requests/models.py, test_requests.py"
12f3c65e5a426ce32808cc456387ca7d7e7c5126,Make safe_mode play nice with timeout (fixes #312),f5e421e880761791bbec40556aa9abf15bf7f4f8,False,"requests/models.py, test_requests.py"
91766548d10cd5ebf46aba376f9e000263285875,"Revert ""Make safe_mode play nice with timeout (fixes #312)""

This reverts commit 805c4db55413c96c5d6e0f95560119c000f660c9.",12f3c65e5a426ce32808cc456387ca7d7e7c5126,False,"requests/models.py, test_requests.py"
2c0ff95d4d8daae7c0624b3a96584d722ebf6c38,"Revert ""Revert ""Make safe_mode play nice with timeout (fixes #312)""""

This reverts commit 91766548d10cd5ebf46aba376f9e000263285875.",91766548d10cd5ebf46aba376f9e000263285875,False,"requests/models.py, test_requests.py"
a7223f86a976410bb904fb2e983440c94175aa75,Undo stupid change to while loop,2c0ff95d4d8daae7c0624b3a96584d722ebf6c38,False,requests/models.py
716d29c49c346106b25fadd1d15d6bd79cd6847a,fix iteration on null responses in safe_mode,a7223f86a976410bb904fb2e983440c94175aa75,False,"requests/models.py, test_requests.py"
e1615e0f1e342d89d09df8289c0b32d3b0e9fd6a,Make safe_mode handle exceptions more consistently,716d29c49c346106b25fadd1d15d6bd79cd6847a,False,"requests/models.py, test_requests.py"
9a1a4136ac69cce55d8d5f27a0ab1caadb0a6e90,new SSLError,ca26c1a2532b97099e0523a2e4bd70ff1a0922f9,False,requests/exceptions.py
9c0a0fbd01ce0a07cebc26f0203e17bfccf7e481,ch ch changes,57dbab2932e6f2d29e196e40ecbed04150c944bf,False,test_requests_ext.py
9c6ffc530319d3b6d75bb160267d76f0224b0743,"Refactor stream_decode_gzip and _deflate into one function, stream_decompress.
stream_decompress will now iterate over the raw data if there is a problem with decompression
Remove gzip decoding from Response.content, as urllib3 was doing it anyway.",f80984f37701003f0f06d86902a60cfd82fa85ef,False,"requests/models.py, requests/utils.py"
95911f059aa76c46f9da002df9724cb41fa7cdce,"Refactor r.iter_lines to retrieve more than one byte at a time.
Fixes universal line ending handling, but takes away ability to specyfy
custom line endings.",e3288d5e3354e90d26a3885f6ddab8fdf1d462d1,False,requests/models.py
115b51e68c95d5aeea10c40719cf770303f4da61,add eager mode for raising errors immediately,4441697e4945cee192b3a33bbe28d60b6463e26d,False,"AUTHORS.rst, requests/defaults.py, requests/models.py, test_requests.py"
aa39fb0c80f3b5aeb82785288bf351ddae7c4ed5,mention of error modes in quickstart,459a91c54fc42ef385ca24811ea0833f38fd433b,False,docs/user/quickstart.rst
281e0598bcc323b73532c50fb68c8f8044238674,"Merge pull request #333 from bryanhelmig/develop

Add eager mode for raising errors immediately.","4441697e4945cee192b3a33bbe28d60b6463e26d, aa39fb0c80f3b5aeb82785288bf351ddae7c4ed5",True,
3415e6de0b4584e9e0ff27f346aac498a8c506b2,Give a more useful error message when the URL supplied does not contain a schema.,638532dd9ae319bef4d2eaa4b905d21bfc035c7e,False,requests/models.py
c5ba5888b5846110b334478d56a662e4eefefd45,"Merge pull request #341 from ojii/patch-1

Give a more useful error message when the URL supplied does not contain ...","638532dd9ae319bef4d2eaa4b905d21bfc035c7e, 3415e6de0b4584e9e0ff27f346aac498a8c506b2",True,
a25141f9f42f481a70debbcf20977e7b208c03d9,Fix syntax error in last commit.,d339ffe9d92ca3c3c6418923fa6bd17799549e3d,False,requests/models.py
1acef81ed3ea62ade25b8a3b26dfaa840691219e,"Merge pull request #342 from bjedwards/patch-1

Fix syntax error in last commit.","d339ffe9d92ca3c3c6418923fa6bd17799549e3d, a25141f9f42f481a70debbcf20977e7b208c03d9",True,
86eba21b8ae7ed3772f5706e1c5799efc127342b,"Printing the entire traceback, instead of just a warning, when an exception is encountered",89c90add2c4378f416194c05c6a4f5ae94ff7a31,False,requests/hooks.py
de17f4e5a49ee980c45006fa14e17b33cfbe525f,Fixed code in 'Event Hooks' section,89c90add2c4378f416194c05c6a4f5ae94ff7a31,False,docs/user/advanced.rst
bbbeedb0a200d41b0fab33880e97a50d566cdbab,fixes issue #349,89c90add2c4378f416194c05c6a4f5ae94ff7a31,False,requests/models.py
9e953f33209545bbbd338e06fb2abc2c62c13212,"Merge pull request #350 from piotr-dobrogost/develop

fixes issue #349","89c90add2c4378f416194c05c6a4f5ae94ff7a31, bbbeedb0a200d41b0fab33880e97a50d566cdbab",True,
11e51264546779d116796c913017fdc19a0290f3,"Merge pull request #347 from LucianU/patch-1

Printing the entire traceback, instead of just a warning, when an except...","9e953f33209545bbbd338e06fb2abc2c62c13212, 86eba21b8ae7ed3772f5706e1c5799efc127342b",True,
96d5044722af4603c81153d50727894aa379d462,"Merge pull request #348 from LucianU/develop

Fixed code in 'Event Hooks' section","42582019007a1071ebf9a4ad7d206dfc89547430, de17f4e5a49ee980c45006fa14e17b33cfbe525f",True,
6af6a08b7a14b6599994ef3f038843d881d29020,"Merge pull request #344 from sharat87/patch-1

Do not pass over the `session` argument to `Session.request` method","96d5044722af4603c81153d50727894aa379d462, 53d679edba3a42d648e2b386d9ca725490c7b470",True,
79f5d532c6a9ffcbb32b8cfcae8ec542c2699ff1,Fix bug in HTTP-digest auth w/ URI having query string,6af6a08b7a14b6599994ef3f038843d881d29020,False,requests/auth.py
d9b304b906aba58db6b62c66fd12c629dc89a09d,"Merge pull request #352 from tmoertel/develop

Fix bug in HTTP-digest auth w/ URI having query string","6af6a08b7a14b6599994ef3f038843d881d29020, 79f5d532c6a9ffcbb32b8cfcae8ec542c2699ff1",True,
4d38790b5bd076ca38802147a2ad827a958eb767,"even more evil, fixes my misstakes with chunked reading",5cfbb0aaf50e451179ede8bcd43ca55fbdfebad5,False,"requests/models.py, test_requests.py"
1c8a1417115c31ead7891bf89951de194b20b5e1,remove debug print,4d38790b5bd076ca38802147a2ad827a958eb767,False,requests/models.py
c658b363e38c928a2f7be8e09eece8e11f863b62,"The async.send method wasn't really doing anything useful. It was just calling the r.send() method of the Request object 'r'. It took an optional kwarg pools, and assigned it to r._pools which isn't used by anything. This situation was eaither broken or not fully implemented yet. I modified async.map to call r.send rather than send(r) and then modified async.send to actually make use of the pool that it is passed.",df0dc2b67a5fcf82f6688af3f26e19c9379373f7,False,requests/async.py
97be9ee4cd6326bf7551f7a737877ef2e368ef20,"The async.send method wasn't really doing anything useful. It was just calling the r.send() method of the Request object 'r'. It took an optional kwarg pools, and assigned it to r._pools which isn't used by anything. This situation was eaither broken or not fully implemented yet. I modified async.map to call r.send rather than send(r) and then modified async.send to actually make use of the pool that it is passed.",c658b363e38c928a2f7be8e09eece8e11f863b62,False,requests/async.py
e38046e6c65b8f03026d13d339a9bacf849b2d85,"The async.send method wasn't really doing anything useful. It was just calling the r.send() method of the Request object 'r'. It took an optional kwarg pools, and assigned it to r._pools which isn't used by anything. This situation was eaither broken or not fully implemented yet. I modified async.map to call r.send rather than send(r) and then modified async.send to actually make use of the pool that it is passed.",97be9ee4cd6326bf7551f7a737877ef2e368ef20,False,requests/async.py
d9cb18ad2a5dcc54a9c931d094d112be167078ba,"Make sure verify=False is respected for session even when there has already been a verified request to the same host.
Update tests to expose the (fixed) problem.",557480cfe8231ce4cfb10ef4cab2a955bf99198d,False,"requests/models.py, test_requests_ext.py"
17f200283945a5b9672f9713cd5dc4e834127682,"Merge pull request #363 from gazpachoking/develop

Stop always verifying certs for same host that has verified once.","557480cfe8231ce4cfb10ef4cab2a955bf99198d, a6ee9757a748a70f51206aa2b618aa3ef94f4394",True,
b37fbf30a3d47aca184c0d4551832096fc7e7bb0,"Decode response URL to a unicode string.

Fixes #182",61a0e85672dfc7a3784a560b394d99914e77a010,False,"requests/models.py, test_requests.py"
47aba0cc20a3d44aa83bdde849ff39fc8b20d094,remove is_error,f5a2b75924805f10f8c42945ad96f9e7d9a3f33e,False,requests/models.py
